Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
No,257,Tab,9349,21,3,Historical site,88,2032,1,No,29,No,4,3,14
No,288,Laptop,44737,1,4,Historical site,40,9529,1,No,24,No,3,2,6
No,262,Tab,23741,19,3,Beach,40,2937,1,No,21,No,2,0,10
Yes,177,Tab,14956,7,3,Beach,111,2285,1,Yes,28,Yes,2,1,3
No,334,Tab,32242,2,3,Beach,108,7883,1,Yes,28,No,2,1,9
No,269,Laptop,5121,2,4,Historical site,85,4942,0,Yes,18,No,3,0,6
No,331,Tab,41274,2,3,Historical site,83,7858,1,Yes,20,No,1,1,10
No,189,Tab,20338,9,3,Historical site,69,4407,1,No,23,No,4,1,5
No,320,Tab,32139,6,3,Big Cities,38,9252,1,No,22,No,2,0,10
No,222,Tab,37881,9,4,Historical site,54,2977,9,No,26,No,3,1,9
No,282,Tab,18561,2,4,Beach,57,4507,3,No,21,No,3,0,17
No,348,Mobile,43341,1,1,Beach,83,10754,3,No,32,Yes,4,1,25
Yes,184,Tab,8408,22,1,Hill Stations,61,1559,1,No,14,No,3,1,1
Yes,360,Laptop,38261,9,3,Beach,88,12943,7,No,14,No,3,0,25
No,200,Tab,13660,17,4,Historical site,65,2310,1,No,19,No,3,3,3
No,341,Tab,35179,28,2,Trekking,54,16708,1,No,23,No,3,0,21
No,243,Laptop,20483,10,3,Beach,67,3442,6,No,17,No,1,1,10
No,244,Tab,25941,2,4,Beach,76,3480,1,No,24,No,4,1,6
No,315,Mobile,19326,4,3,Hill Stations,71,6436,6,No,31,No,2,1,10
No,305,Tab,12923,8,2,Beach,101,6527,2,Yes,19,No,2,1,18
No,189,Tab,17721,29,1,Historical site,99,3916,1,No,20,No,2,3,6
No,357,Tab,25102,13,4,Beach,41,5568,6,No,18,No,4,0,19
No,266,Tab,47960,27,4,Beach,56,6892,2,No,23,No,2,1,17
No,235,Tab,27763,16,1,Beach,39,2867,1,No,24,No,2,1,10
No,365,Mobile,19017,2,4,Big Cities,96,4990,7,No,14,No,4,1,4
No,357,Tab,44705,2,3,Beach,77,10376,4,Yes,19,No,2,1,13
Yes,282,Tab,50966,13,5,Big Cities,108,6141,5,Yes,20,No,2,3,16
Yes,250,Tab,33751,1,2,Beach,38,6740,6,No,20,No,2,0,10
No,181,Tab,5605,4,1,Historical site,55,3305,1,No,18,No,3,0,3
No,239,Laptop,5714,24,1,Trekking,40,5245,2,No,30,Yes,4,0,9
No,299,Mobile,27728,1,3,Beach,82,6475,1,Yes,21,No,4,1,9
No,250,Tab,12997,19,3,Beach,90,9613,3,No,16,No,3,1,10
No,307,Tab,21397,7,4,Historical site,92,19837,1,No,25,No,2,0,21
No,343,Tab,6167,4,3,Beach,61,9762,4,No,29,Yes,3,2,9
No,235,Laptop,45927,2,4,Trekking,87,4978,0,No,20,No,4,0,10
No,183,Laptop,31404,10,3,Historical site,65,2149,0,No,18,No,4,1,3
Yes,229,Laptop,21011,8,3,Hill Stations,78,2191,6,No,20,No,3,1,6
No,240,Tab,35114,5,3,Trekking,61,8351,1,No,28,No,3,1,6
No,215,Tab,36899,8,3,Historical site,76,3451,1,No,21,No,3,0,6
Yes,224,Tab,14992,9,3,Big Cities,59,2767,1,No,16,No,3,0,2
No,221,Laptop,16138,1,3,Beach,73,6303,8,Yes,22,No,4,0,10
No,231,Tab,34271,15,2,Big Cities,99,7143,2,No,18,No,1,1,12
No,260,Tab,6345,2,4,Historical site,104,2938,0,Yes,26,No,1,3,6
No,256,Mobile,44915,2,3,Big Cities,69,5151,8,No,20,No,4,0,13
No,374,Tab,45965,11,4,Big Cities,87,4518,3,No,16,No,3,0,8
Yes,255,Tab,7389,16,3,Beach,77,8569,2,Yes,27,Yes,3,0,11
No,292,Laptop,20800,2,2,Historical site,83,2480,4,No,22,No,2,1,9
Yes,245,Tab,37773,16,4,Big Cities,74,8172,2,No,21,No,1,3,10
No,225,Tab,20658,4,3,Trekking,103,2121,1,No,21,No,3,1,1
No,235,Tab,10684,16,3,Beach,66,5305,3,No,21,No,3,1,10
No,250,Mobile,33363,5,4,Trekking,77,2725,2,No,18,No,2,0,12
No,291,Tab,29167,18,3,Historical site,67,5818,3,Yes,21,No,3,1,15
Yes,330,Laptop,28252,17,3,Trekking,49,2448,9,Yes,20,No,4,1,6
No,323,Tab,29933,12,3,Historical site,61,2769,8,No,26,Yes,2,3,7
No,425,Tab,16742,2,3,Historical site,71,19042,8,No,16,No,2,3,34
No,258,Mobile,27130,4,3,Trekking,101,3058,5,No,24,No,4,2,11
No,314,Tab,19188,9,4,Beach,103,2297,1,No,27,Yes,2,2,5
No,264,Mobile,48137,10,3,Beach,95,4009,1,Yes,19,No,3,1,15
No,409,Mobile,23138,1,4,Historical site,72,12968,4,Yes,30,Yes,4,3,27
No,332,Tab,8543,2,3,Beach,107,3546,0,No,19,No,2,0,10
No,259,Tab,17896,3,2,Beach,44,6037,5,No,20,No,1,0,6
Yes,166,Tab,11805,7,1,Big Cities,36,2689,1,No,21,No,2,0,1
No,296,Tab,40365,6,2,Other,44,3713,1,No,15,No,2,1,5
Yes,172,Tab,45296,8,1,Historical site,91,2404,1,Yes,26,No,3,0,1
No,237,Tab,6868,29,4,Big Cities,96,5474,1,No,26,No,1,2,13
No,392,Tab,32973,3,3,Trekking,58,13127,2,No,15,No,4,0,15
No,283,Tab,20618,9,2,Big Cities,50,4194,1,No,21,No,1,2,5
No,352,Tab,25699,2,4,Historical site,57,19333,7,Yes,21,No,3,1,24
No,278,Tab,48417,10,3,Beach,98,8326,7,Yes,17,No,4,1,15
Yes,335,Laptop,15018,1,2,Historical site,102,2349,1,Yes,23,No,3,3,6
No,283,Tab,43373,8,2,Other,96,4077,2,No,17,No,3,0,19
Yes,274,Tab,10615,27,3,Beach,89,5823,1,Yes,26,No,4,0,10
No,256,Tab,30353,8,4,Beach,94,3154,6,No,24,No,2,1,14
No,214,Tab,41341,1,3,Beach,90,2055,1,No,22,No,3,1,5
No,300,Tab,43861,10,1,Historical site,76,13468,7,No,30,Yes,3,0,9
No,351,Mobile,29720,26,2,Beach,103,7998,8,No,21,No,3,0,6
No,307,Tab,21568,2,2,Beach,104,3385,4,No,25,No,4,1,7
No,323,Tab,39491,13,3,Historical site,102,5548,5,No,28,No,3,2,10
No,268,Mobile,41305,2,2,Historical site,93,5769,2,No,25,No,3,1,15
No,288,Mobile,46767,2,3,Hill Stations,103,2601,5,No,16,No,4,3,13
Yes,264,Laptop,8202,9,4,Beach,102,5356,4,No,20,No,3,1,11
Yes,290,Tab,12958,10,4,Historical site,64,4218,1,No,22,No,2,0,10
No,296,Laptop,26822,20,3,Beach,87,4137,2,No,26,No,4,1,7
No,331,Mobile,12008,9,3,Beach,57,2449,4,No,25,No,3,0,7
No,314,Tab,15649,5,3,Beach,96,6874,3,No,17,No,1,0,11
No,311,Tab,27870,4,1,Big Cities,86,10459,0,Yes,18,No,4,1,23
No,230,Tab,38223,10,3,Historical site,76,9677,9,No,25,No,2,0,9
Yes,207,Tab,32209,20,2,Historical site,72,2159,0,Yes,19,No,3,0,6
Yes,357,Tab,9142,21,2,Historical site,69,8933,4,No,30,Yes,4,1,13
No,310,Tab,41801,1,3,Beach,56,6523,4,No,22,No,4,1,12
No,258,Tab,28360,8,2,Trekking,96,6805,1,No,24,Yes,3,2,10
No,439,Mobile,12256,2,3,Historical site,62,16301,4,No,25,Yes,4,1,37
No,274,Tab,6479,23,4,Historical site,103,2716,0,No,22,No,2,1,6
No,364,Tab,35038,4,3,Beach,96,10338,8,Yes,16,No,3,1,28
No,310,Tab,26253,12,3,Beach,50,4456,2,No,15,No,2,1,15
No,408,Tab,15096,7,4,Historical site,77,6857,4,No,26,No,2,1,14
No,241,Laptop,39385,7,4,Big Cities,71,9647,2,No,19,No,4,2,9
No,217,Tab,42600,1,3,Historical site,71,3602,1,No,34,Yes,3,1,3
No,295,Tab,25315,2,4,Big Cities,86,5410,2,Yes,28,Yes,1,2,20
No,202,Tab,20024,10,3,Historical site,56,4695,1,No,20,No,1,0,5
No,443,Laptop,42564,15,4,Beach,91,15792,2,Yes,23,No,2,0,23
No,141,Mobile,50096,14,3,Historical site,44,1525,1,No,20,No,3,0,0
Yes,237,Tab,12576,18,5,Hill Stations,92,2963,0,No,20,No,3,0,2
Yes,223,Tab,12256,13,3,Hill Stations,64,2347,4,Yes,23,No,4,3,4
No,342,Mobile,20625,2,4,Beach,72,5159,4,No,29,Yes,2,2,10
No,276,Tab,15059,2,4,Other,82,6972,4,Yes,32,Yes,4,1,15
No,328,Laptop,49777,2,4,Beach,102,5681,1,No,24,Yes,3,1,7
No,209,Laptop,45400,5,2,Beach,56,2384,0,Yes,22,No,3,0,6
No,226,Laptop,20096,20,1,Historical site,43,3819,1,No,23,No,2,0,11
No,250,Laptop,46135,10,4,Big Cities,85,4658,8,No,21,No,3,0,4
No,324,Mobile,12437,10,4,Trekking,41,2943,3,No,33,Yes,2,2,10
No,356,Tab,7255,9,4,Beach,72,2113,4,No,22,No,3,0,7
No,354,Tab,24721,2,2,Beach,89,8581,3,No,26,No,3,1,12
No,216,Mobile,9803,1,2,Beach,47,2709,1,No,23,No,2,1,3
No,229,Tab,25416,29,1,Beach,104,6387,8,No,27,No,4,2,11
No,323,Tab,39975,8,3,Beach,92,3974,4,No,17,No,4,0,8
Yes,248,Tab,14495,2,4,Big Cities,93,9917,7,Yes,23,No,3,0,7
No,349,Tab,46172,3,3,Trekking,50,13231,2,No,23,No,4,1,25
No,212,Tab,25485,23,1,Historical site,46,3543,1,No,26,Yes,4,1,9
No,230,Tab,12329,6,1,Historical site,92,2810,1,No,20,No,4,0,1
No,331,Tab,28809,6,3,Historical site,88,19403,7,No,16,No,4,0,21
No,364,Tab,42852,10,3,Beach,99,19674,4,No,16,No,4,0,29
Yes,225,Laptop,16074,24,2,Beach,84,2444,1,Yes,31,Yes,2,0,1
Yes,352,Tab,43893,10,3,Beach,72,7319,5,No,27,Yes,3,3,14
No,215,Laptop,39596,15,3,Beach,86,4784,0,No,25,No,4,1,8
No,300,Tab,29236,19,4,Other,47,3906,8,No,23,No,2,3,7
No,417,Tab,29264,2,4,Trekking,105,2674,8,No,28,Yes,2,1,19
No,213,Tab,41027,3,3,Historical site,86,2868,1,No,30,No,4,1,1
Yes,231,Tab,33081,9,3,Historical site,101,1084,1,No,17,No,3,0,1
Yes,175,Tab,13692,7,1,Beach,80,2479,1,Yes,30,Yes,1,0,1
No,280,Tab,44315,10,4,Trekking,68,5682,1,Yes,21,No,1,1,10
No,241,Tab,10890,20,3,Beach,98,4207,1,No,16,No,1,1,10
No,264,Tab,51804,4,3,Beach,72,9722,2,Yes,24,No,4,3,9
No,227,Tab,20724,7,3,Beach,69,2067,3,No,26,No,2,0,11
No,281,Tab,27412,7,4,Historical site,86,4290,5,Yes,31,Yes,3,1,16
No,267,Tab,7671,16,2,Other,48,4799,0,Yes,16,No,4,0,4
No,350,Tab,19467,25,2,Beach,103,5915,0,No,20,No,4,2,10
No,279,Laptop,42461,2,1,Hill Stations,98,3896,1,No,24,Yes,4,0,10
No,303,Tab,39802,1,4,Beach,103,16830,2,No,21,No,1,1,22
No,198,Tab,16882,1,2,Beach,93,2938,1,Yes,16,No,3,1,1
No,212,Tab,17895,2,2,Historical site,93,6505,0,No,25,No,2,0,9
No,366,Laptop,4106,22,3,Historical site,67,17186,3,No,20,No,2,1,24
No,339,Tab,5961,1,4,Beach,87,5041,2,No,21,No,4,1,10
Yes,264,Mobile,33852,16,4,Trekking,93,2310,1,Yes,35,Yes,2,1,5
Yes,425,Tab,40676,24,2,Beach,102,2599,1,No,21,No,4,0,5
No,280,Tab,11737,17,2,Big Cities,38,5510,2,No,23,No,3,2,12
No,319,Tab,11806,8,3,Big Cities,63,4397,5,No,29,Yes,3,1,14
No,324,Tab,48866,6,3,Historical site,89,13354,9,No,25,No,2,1,18
No,236,Tab,37777,10,2,Historical site,94,6588,2,Yes,16,No,4,1,8
No,264,Tab,25729,3,1,Historical site,86,8114,3,Yes,19,No,3,0,9
No,242,Tab,16494,4,3,Historical site,69,3981,8,No,15,No,2,1,4
No,200,Laptop,38369,6,3,Other,69,2548,0,No,29,No,1,1,8
No,341,Laptop,45398,1,4,Historical site,47,5406,4,No,20,No,3,0,12
No,254,Tab,7606,10,4,Big Cities,50,5499,1,No,21,No,2,0,10
No,219,Laptop,27409,1,2,Beach,50,6840,1,Yes,17,No,3,1,7
Yes,229,Laptop,26113,24,3,Trekking,52,1101,1,No,25,No,4,0,1
No,302,Mobile,43790,21,4,Beach,40,5748,6,No,24,No,3,1,10
No,209,Tab,47399,2,4,Trekking,53,2233,1,No,21,No,3,1,6
No,259,Laptop,25728,22,4,Other,92,5751,1,Yes,27,No,2,0,16
Yes,218,Tab,51633,13,2,Big Cities,90,9864,3,Yes,17,No,4,0,6
No,362,Mobile,40926,14,4,Trekking,72,5479,8,No,28,No,3,1,16
No,426,Tab,50509,11,5,Big Cities,96,5384,4,No,20,No,3,1,6
No,301,Tab,30352,9,2,Historical site,90,5155,1,No,31,Yes,4,1,10
No,289,Laptop,48795,8,3,Historical site,68,2136,1,Yes,25,No,3,1,20
No,447,Tab,21183,21,3,Beach,77,17886,4,Yes,20,No,3,1,29
Yes,243,Laptop,8338,5,2,Beach,55,2437,3,Yes,23,No,1,0,8
No,296,Tab,42215,9,2,Beach,79,4774,2,No,22,No,4,2,10
No,376,Laptop,37247,2,1,Beach,52,19166,3,No,18,No,4,0,28
No,319,Tab,14668,12,4,Big Cities,82,5092,3,Yes,18,No,3,2,14
Yes,206,Laptop,46802,22,3,Hill Stations,65,2866,1,No,21,No,1,0,1
No,275,Tab,23877,18,4,Historical site,74,5567,0,No,28,No,4,1,6
No,217,Mobile,38614,16,3,Historical site,59,2148,1,No,19,No,3,0,5
No,236,Mobile,34172,3,2,Historical site,53,3069,1,Yes,18,No,4,1,4
No,280,Mobile,47291,9,4,Beach,73,2814,1,No,33,Yes,2,0,5
No,261,Tab,32807,1,3,Big Cities,35,9898,1,No,33,Yes,1,0,14
No,266,Tab,43375,13,4,Historical site,46,8639,1,No,28,No,3,1,9
No,205,Tab,5502,1,3,Historical site,100,2874,0,No,19,No,4,0,8
No,229,Tab,4766,1,3,Beach,101,5383,0,No,21,No,1,1,6
No,243,Mobile,40119,15,4,Historical site,39,6676,5,No,29,No,2,1,9
No,237,Laptop,39387,1,3,Beach,60,5011,1,No,27,Yes,2,0,10
Yes,219,Tab,49147,17,3,Trekking,40,2374,5,No,18,No,1,1,6
No,290,Tab,49147,1,3,Beach,66,2865,4,No,25,No,1,0,20
No,275,Tab,42845,7,4,Beach,62,5214,1,Yes,19,No,4,0,10
No,213,Tab,33393,9,3,Big Cities,52,4112,1,No,17,No,1,0,7
No,248,Tab,48065,5,4,Beach,68,9689,8,No,31,Yes,2,0,8
Yes,240,Laptop,26395,26,4,Big Cities,72,5622,1,Yes,14,No,3,0,10
Yes,403,Tab,40886,24,4,Beach,73,10460,6,Yes,24,No,2,0,15
No,410,Tab,5430,9,2,Beach,79,2900,3,No,23,No,3,2,9
No,259,Laptop,45612,7,2,Beach,41,5974,1,No,28,Yes,3,3,9
No,328,Tab,20102,11,3,Beach,41,7521,1,No,28,No,2,1,10
No,297,Laptop,50545,1,4,Other,95,2995,0,Yes,23,No,2,1,7
No,419,Tab,6621,26,4,Hill Stations,74,19641,4,Yes,24,No,1,1,35
No,237,Tab,44665,2,1,Historical site,67,1141,1,Yes,21,No,3,3,1
No,302,Tab,4175,15,4,Big Cities,82,13344,0,No,21,No,1,0,21
No,326,Mobile,11737,23,2,Beach,45,4335,1,No,21,No,4,0,20
No,238,Mobile,24403,10,3,Historical site,47,11043,4,No,23,Yes,3,1,13
No,409,Tab,5504,10,3,Historical site,85,4447,6,Yes,25,No,4,0,9
No,189,Tab,26992,1,2,Beach,52,4627,1,No,21,No,2,0,4
No,184,Tab,19988,12,2,Other,84,2657,1,No,21,No,3,0,5
No,307,Laptop,24223,11,3,Trekking,79,6335,1,No,17,No,1,1,10
No,303,Tab,15549,2,2,Big Cities,104,5688,3,No,26,No,3,1,15
No,196,Tab,10823,2,3,Hill Stations,87,2191,4,No,18,No,3,0,6
No,237,Tab,31891,1,2,Historical site,83,3756,1,No,21,No,3,0,12
No,198,Tab,34206,2,1,Other,64,3987,6,Yes,25,No,3,1,7
No,363,Tab,41303,25,3,Historical site,91,8640,2,No,35,Yes,2,0,25
No,255,Mobile,45966,1,2,Historical site,64,2013,1,No,20,No,3,3,1
No,291,Tab,46238,1,4,Beach,92,4448,0,No,24,No,1,2,16
No,245,Tab,40399,2,2,Beach,58,3074,0,No,30,No,3,1,3
No,294,Laptop,17784,6,4,Beach,80,5330,2,No,21,No,4,1,10
No,320,Tab,19501,18,4,Beach,39,5416,6,Yes,26,No,3,1,9
No,312,Tab,22476,1,3,Beach,87,2788,3,No,31,Yes,1,1,12
No,363,Mobile,40678,1,1,Historical site,107,11967,0,No,26,No,1,2,14
No,271,Tab,52154,11,4,Historical site,55,2665,7,Yes,19,No,3,1,5
No,174,Tab,20339,1,2,Beach,67,3381,0,No,22,No,4,0,4
No,266,Tab,48832,9,4,Historical site,57,5108,1,No,22,No,2,0,10
No,253,Tab,17539,15,2,Historical site,98,4889,0,Yes,21,No,1,1,10
No,247,Tab,9355,29,4,Beach,54,2842,1,No,19,No,3,0,6
No,308,Tab,19017,1,4,Beach,95,2417,8,No,23,No,3,2,8
No,250,Tab,8193,1,4,Historical site,72,2273,0,No,23,No,2,1,3
No,301,Tab,4072,24,1,Beach,57,4112,7,No,18,No,1,0,18
No,294,Tab,7044,10,3,Historical site,102,13215,3,No,19,No,1,1,20
No,249,Tab,28043,1,4,Big Cities,52,10429,1,No,28,No,3,2,14
No,283,Tab,5643,10,3,Beach,49,13748,1,Yes,37,Yes,1,1,16
No,200,Tab,48374,8,2,Other,95,4913,0,Yes,28,Yes,2,1,6
No,398,Mobile,20485,29,4,Beach,44,3489,2,No,20,No,2,2,16
No,340,Tab,36303,1,3,Historical site,49,2440,6,Yes,15,No,3,0,6
No,164,Tab,17543,5,1,Historical site,65,2388,1,Yes,14,No,4,0,2
No,298,Mobile,3678,9,3,Beach,95,19436,2,No,23,No,3,0,21
Yes,177,Laptop,22333,9,3,Big Cities,45,1797,1,No,27,No,1,1,1
No,282,Tab,19499,3,3,Historical site,105,7647,0,No,27,No,3,2,10
No,281,Laptop,24089,4,2,Beach,103,5140,7,No,18,No,2,3,18
No,430,Mobile,23354,1,4,Beach,61,6313,1,No,31,Yes,1,1,13
Yes,222,Tab,38224,1,4,Historical site,43,4796,9,Yes,24,No,2,3,4
No,326,Tab,10508,2,3,Beach,66,18884,5,No,20,No,1,0,24
Yes,426,Tab,10859,7,2,Trekking,82,2350,8,No,14,No,4,1,14
No,320,Tab,20376,28,4,Beach,72,13580,0,No,31,Yes,3,1,21
No,267,Tab,24647,28,3,Big Cities,107,6720,1,No,26,Yes,4,2,8
No,282,Mobile,10546,15,4,Big Cities,99,5411,1,No,32,Yes,1,1,15
No,318,Tab,32557,3,3,Beach,61,8949,2,No,16,No,3,1,14
No,250,Tab,18523,2,3,Trekking,89,2443,1,No,17,No,4,0,4
No,275,Tab,40120,26,4,Beach,38,8844,1,Yes,26,No,3,0,9
No,297,Tab,12081,10,2,Beach,105,5349,1,No,16,No,3,1,10
Yes,383,Laptop,30737,1,4,Beach,97,6737,7,No,18,No,4,2,12
No,279,Tab,39211,11,4,Big Cities,109,6663,4,No,23,No,1,1,8
No,341,Tab,13093,20,3,Beach,54,4861,8,No,24,No,3,0,8
No,307,Tab,46275,2,4,Beach,55,2820,2,No,23,No,4,0,8
No,266,Laptop,41974,18,4,Beach,83,5694,1,Yes,20,No,4,2,10
No,306,Tab,41799,2,4,Historical site,106,2012,2,No,18,No,2,3,20
No,268,Tab,10051,1,4,Beach,72,2983,1,No,24,No,4,1,4
No,227,Tab,48241,13,2,Other,49,4036,4,Yes,20,No,1,1,10
No,222,Tab,16387,28,4,Historical site,80,3797,1,No,20,No,2,0,5
Yes,383,Tab,14360,28,3,Big Cities,42,10866,4,Yes,18,No,2,1,20
No,299,Tab,25282,24,1,Big Cities,65,12041,0,No,15,No,1,1,21
No,236,Mobile,11383,5,3,Historical site,84,9947,0,No,25,No,2,0,10
No,202,Tab,40854,5,3,Other,35,2973,0,No,30,No,4,0,5
No,273,Laptop,30947,23,2,Historical site,53,2574,4,No,26,No,3,1,17
No,303,Tab,21459,6,1,Historical site,45,10003,4,No,22,No,1,1,9
No,206,Tab,5431,4,3,Beach,92,6146,1,Yes,29,Yes,2,1,6
No,376,Laptop,35812,2,3,Historical site,70,5402,2,No,26,No,4,0,17
No,261,Tab,21992,8,3,Historical site,91,4409,2,No,20,No,1,0,6
Yes,312,Tab,38575,1,2,Beach,105,6001,8,Yes,19,No,1,0,8
No,372,Laptop,9775,8,1,Beach,71,5138,1,No,33,Yes,4,1,10
Yes,284,Tab,48064,2,2,Other,100,2100,6,Yes,18,No,2,0,7
No,253,Laptop,48725,3,4,Beach,68,2914,1,Yes,23,No,3,0,8
No,208,Tab,20697,2,1,Historical site,50,3471,9,No,23,No,4,1,6
No,247,Laptop,35184,2,2,Beach,83,3073,0,No,24,No,3,0,8
No,449,Tab,46344,3,3,Historical site,85,2674,4,Yes,30,Yes,1,3,12
No,233,Tab,47541,24,1,Beach,78,2705,1,No,27,Yes,2,1,1
No,296,Laptop,7570,23,3,Beach,48,9536,0,No,31,Yes,2,0,10
No,275,Tab,45469,27,3,Historical site,105,5248,6,No,22,No,2,2,17
No,268,Tab,28318,16,3,Historical site,90,2435,0,No,18,No,3,1,6
No,221,Tab,5364,15,2,Beach,58,4203,0,Yes,16,No,4,0,10
No,242,Tab,23462,26,1,Beach,38,2917,1,No,23,No,4,1,5
No,266,Tab,47118,19,2,Historical site,101,2669,0,No,18,No,3,1,3
Yes,222,Tab,3614,24,3,Beach,60,2036,5,Yes,26,No,2,0,6
No,227,Tab,48625,21,4,Beach,56,9989,1,No,15,No,3,1,10
No,252,Tab,11699,5,2,Beach,91,3302,0,Yes,21,No,4,2,7
No,172,Mobile,39309,16,2,Historical site,108,2941,1,Yes,24,No,2,2,1
No,406,Tab,42670,2,4,Beach,89,15439,2,No,25,No,3,0,31
No,293,Tab,12991,2,3,Beach,48,3953,5,Yes,19,No,3,0,6
No,186,Mobile,23564,11,2,Other,102,4017,0,No,27,No,4,1,5
Yes,276,Tab,42635,9,4,Beach,86,3419,7,No,30,Yes,2,0,10
No,259,Tab,14676,7,4,Beach,59,12004,0,No,15,No,3,0,13
No,164,Tab,13691,15,2,Beach,102,1238,1,No,25,No,4,0,0
Yes,265,Tab,24474,6,1,Historical site,88,2969,2,No,18,No,3,0,8
No,408,Tab,44881,5,3,Other,69,19098,4,No,18,No,4,1,26
Yes,246,Laptop,39378,16,1,Beach,83,3926,1,Yes,31,Yes,2,0,10
No,319,Tab,24194,8,4,Big Cities,55,6831,0,No,20,No,4,1,10
No,338,Tab,16698,7,4,Historical site,49,10252,3,No,18,No,4,1,24
No,356,Tab,24687,2,4,Big Cities,90,18951,3,No,21,No,4,0,22
No,252,Tab,32347,2,3,Historical site,89,2506,4,No,20,No,4,0,7
No,339,Tab,51070,10,4,Other,47,6472,2,Yes,24,No,4,0,9
No,236,Tab,4386,9,2,Historical site,88,2210,1,No,24,No,1,0,10
Yes,304,Tab,31331,5,3,Trekking,67,2096,3,No,22,No,3,1,19
Yes,185,Tab,28461,1,3,Historical site,71,2302,2,Yes,27,No,1,1,6
No,330,Tab,44565,2,2,Historical site,76,2655,1,No,20,No,4,2,6
Yes,381,Tab,30418,3,2,Big Cities,95,2694,1,Yes,24,No,3,0,3
No,273,Tab,31159,2,3,Big Cities,106,2019,1,No,23,No,1,0,2
No,276,Tab,29828,5,4,Beach,90,3422,9,Yes,23,No,4,1,6
No,260,Laptop,39947,1,3,Beach,49,5380,2,No,23,No,1,2,10
No,266,Tab,16244,4,2,Other,81,1957,1,No,19,No,3,1,1
No,211,Tab,43403,2,4,Beach,38,2347,1,No,24,No,4,1,1
Yes,202,Tab,47505,25,3,Beach,54,2303,1,No,18,No,3,0,1
No,212,Laptop,34793,8,3,Beach,47,8736,1,No,21,No,4,0,9
No,234,Laptop,25238,1,2,Historical site,64,4014,1,No,28,Yes,4,0,12
Yes,315,Tab,47605,12,3,Trekking,57,19552,1,No,19,No,4,0,23
No,261,Mobile,37278,23,4,Big Cities,80,4572,0,No,25,Yes,3,0,10
No,289,Tab,14286,19,2,Beach,80,3032,4,No,32,Yes,1,0,8
No,357,Laptop,42388,5,4,Big Cities,108,5783,4,Yes,28,Yes,3,0,14
No,270,Tab,43018,8,1,Beach,46,2281,1,No,25,No,4,0,1
Yes,367,Tab,21917,1,2,Beach,101,5385,9,Yes,22,No,4,0,23
Yes,221,Tab,50195,5,4,Trekking,61,3452,1,Yes,25,No,3,0,2
No,338,Tab,52086,1,5,Big Cities,82,5460,5,Yes,25,Yes,3,1,9
No,269,Mobile,38405,11,2,Historical site,82,9896,2,Yes,16,No,3,1,10
No,207,Tab,50512,23,3,Big Cities,51,4167,7,Yes,22,No,3,1,5
No,258,Laptop,18036,1,2,Beach,109,13466,1,Yes,15,No,3,0,15
No,270,Laptop,29862,18,5,Beach,75,9072,1,No,26,Yes,4,1,9
No,271,Tab,39973,23,4,Historical site,34,4022,3,Yes,23,No,3,1,4
No,241,Tab,22936,7,4,Beach,51,5919,3,No,28,Yes,4,1,10
No,281,Tab,39028,1,4,Beach,62,5998,1,No,24,No,3,1,7
No,252,Tab,14956,1,3,Historical site,37,6170,1,Yes,33,Yes,2,1,9
No,295,Laptop,22860,29,5,Beach,55,2414,1,No,17,No,4,0,10
No,381,Tab,34624,7,2,Historical site,52,18752,5,Yes,15,No,4,1,29
No,454,Tab,50232,25,3,Beach,105,7642,7,No,22,No,4,0,28
No,278,Tab,42817,8,3,Trekking,70,10100,1,No,18,No,2,3,17
No,425,Tab,29271,8,3,Historical site,39,14764,2,Yes,24,No,3,3,21
No,282,Laptop,41836,11,3,Beach,99,6511,1,No,22,No,3,0,6
No,347,Tab,46873,7,3,Beach,65,9734,2,No,29,No,3,1,25
No,266,Laptop,23244,1,3,Historical site,87,2199,4,No,18,No,4,1,5
Yes,277,Tab,11142,9,3,Historical site,86,3394,0,Yes,20,No,1,1,2
No,453,Laptop,42881,1,1,Beach,60,5483,7,No,17,No,4,0,20
No,225,Tab,46492,2,3,Beach,85,2707,0,No,28,Yes,4,1,6
No,239,Tab,37876,1,4,Historical site,97,2505,1,No,29,No,2,0,1
No,243,Tab,19185,1,3,Beach,77,6227,1,No,25,No,2,2,10
No,279,Tab,4624,6,3,Beach,66,3044,3,No,24,No,2,0,5
No,244,Tab,26113,8,4,Beach,64,4434,1,No,33,Yes,4,0,11
No,268,Tab,27165,1,4,Big Cities,37,4323,0,No,24,No,2,0,16
No,349,Tab,6758,6,4,Other,58,13252,4,Yes,20,No,2,0,17
No,282,Tab,13902,7,4,Historical site,38,13673,4,No,19,No,1,0,16
No,348,Tab,33087,5,2,Historical site,87,5029,8,Yes,29,Yes,4,1,16
No,234,Tab,29829,1,1,Beach,66,5135,1,Yes,17,No,3,2,10
No,271,Tab,42493,1,3,Historical site,37,2866,1,No,27,No,1,0,6
No,425,Tab,3893,1,2,Beach,77,10247,3,No,25,No,4,1,24
